gameid,datacompleteness,url,league,year,split,playoffs,date,game,patch,participantid,side,position,playername,playerid,teamname,teamid,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,firstdragon,dragons,opp_dragons,elementaldrakes,opp_elementaldrakes,infernals,mountains,clouds,oceans,chemtechs,hextechs,dragons (type unknown),elders,opp_elders,firstherald,heralds,opp_heralds,firstbaron,barons,opp_barons,firsttower,towers,opp_towers,firstmidtower,firsttothreetowers,turretplates,opp_turretplates,inhibitors,opp_inhibitors,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,gspd,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,opp_killsat10,opp_assistsat10,opp_deathsat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,opp_killsat15,opp_assistsat15,opp_deathsat15
ESPORTSTMNT02_2778108,complete,,CBLOL,2022,Split 2,0,2022-06-11 17:35:55,1.0,12.1,200,Red,team,,,Rensga eSports,oe:team:92ede2510f2ad0234b1dd75f03108ae,,Lucian,Gwen,Senna,Jax,Renekton,2067,0,6,18,16,6,18,0.0,0.0,0.0,0.0,0.0,,,,0.1742,0.6967,0.0,1.0,4.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,4.0,8.0,1.0,0.0,1.0,6.0,0.0,1.0,64629.0,1876.0232,,2664.7315,2829.6372,140.0,4.0639,58.0,1.6836,56.0,264.0,7.6633,57286.0,34825.0,1010.8853,,55618.0,-0.00877146,,856.0,218.0,,,31.1756,14961.0,17287.0,334.0,15038.0,17744.0,322.0,-77.0,-457.0,12.0,0.0,0.0,1.0,1.0,3.0,0.0,22822.0,28477.0,541.0,24395.0,28691.0,526.0,-1573.0,-214.0,15.0,0.0,0.0,1.0,1.0,3.0,0.0
ESPORTSTMNT02_2778137,complete,,CBLOL,2022,Split 2,0,2022-06-11 18:16:05,1.0,12.1,100,Blue,team,,,Liberty,oe:team:84e1da9e55480128662cfdfe79cb892,,Vex,Renata Glasc,Taliyah,Olaf,Vladimir,1953,1,16,8,49,16,8,3.0,0.0,0.0,0.0,1.0,,,,0.4916,0.7373,1.0,2.0,3.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,9.0,3.0,0.0,0.0,2.0,6.0,1.0,0.0,70097.0,2153.5177,,2624.0553,2113.5791,137.0,4.2089,50.0,1.5361,47.0,259.0,7.957,60746.0,39447.0,1211.8894,,56630.0,0.102664,,827.0,193.0,,,31.3364,15518.0,18422.0,295.0,15630.0,18878.0,323.0,-112.0,-456.0,-28.0,2.0,4.0,2.0,2.0,5.0,2.0,23625.0,30207.0,512.0,25030.0,30653.0,532.0,-1405.0,-446.0,-20.0,2.0,4.0,4.0,4.0,8.0,2.0
ESPORTSTMNT02_2778137,complete,,CBLOL,2022,Split 2,0,2022-06-11 18:16:05,1.0,12.1,200,Red,team,,,Miners,oe:team:64a41d3f257e38f07d4bd8570809432,,Gwen,Lulu,Ezreal,Sylas,Gnar,1953,0,8,16,19,8,16,0.0,0.0,0.0,0.0,0.0,,,,0.2458,0.7373,0.0,3.0,2.0,3.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,3.0,9.0,1.0,1.0,6.0,2.0,0.0,1.0,57076.0,1753.4869,,2844.2396,3187.2197,109.0,3.3487,68.0,2.0891,63.0,241.0,7.404,53042.0,31743.0,975.2074,,51100.0,-0.102664,,861.0,208.0,,,32.8418,15630.0,18878.0,323.0,15518.0,18422.0,295.0,112.0,456.0,28.0,2.0,5.0,2.0,2.0,4.0,2.0,25030.0,30653.0,532.0,23625.0,30207.0,512.0,1405.0,446.0,20.0,4.0,8.0,2.0,2.0,4.0,4.0
ESPORTSTMNT02_2778177,complete,,CBLOL,2022,Split 2,0,2022-06-11 19:20:30,1.0,12.1,100,Blue,team,,,FURIA,oe:team:40084525160457267265923de195e09,,Gnar,Senna,Taliyah,Rumble,Akali,1500,1,18,6,41,18,6,2.0,1.0,0.0,0.0,0.0,,,,0.72,0.96,0.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,7.0,3.0,1.0,1.0,5.0,3.0,1.0,0.0,62712.0,2508.48,,2585.92,2169.32,75.0,3.0,28.0,1.12,51.0,166.0,6.64,49557.0,32879.0,1315.16,,43183.0,0.111174,,661.0,187.0,,,33.92,16205.0,18237.0,319.0,15260.0,17689.0,305.0,945.0,548.0,14.0,3.0,3.0,2.0,2.0,5.0,3.0,24063.0,29596.0,524.0,23744.0,29410.0,520.0,319.0,186.0,4.0,3.0,3.0,3.0,3.0,6.0,3.0
ESPORTSTMNT02_2778177,complete,,CBLOL,2022,Split 2,0,2022-06-11 19:20:30,1.0,12.1,200,Red,team,,,KaBuM! e-Sports,oe:team:9dced510f02f8586ee7501922484ac0,,Gwen,Wukong,Lucian,Renata Glasc,Leona,1500,0,6,18,16,6,18,0.0,0.0,0.0,0.0,1.0,,,,0.24,0.96,1.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,7.0,0.0,0.0,3.0,5.0,0.0,1.0,37911.0,1516.44,,3185.36,2768.96,88.0,3.52,26.0,1.04,39.0,182.0,7.28,39395.0,22717.0,908.68,,38635.0,-0.111174,,663.0,120.0,,,31.32,15260.0,17689.0,305.0,16205.0,18237.0,319.0,-945.0,-548.0,-14.0,2.0,5.0,3.0,3.0,3.0,2.0,23744.0,29410.0,520.0,24063.0,29596.0,524.0,-319.0,-186.0,-4.0,3.0,6.0,3.0,3.0,3.0,3.0
ESPORTSTMNT02_2778214,complete,,CBLOL,2022,Split 2,0,2022-06-11 20:22:21,1.0,12.1,100,Blue,team,,,Flamengo Los Grandes,oe:team:765f134111d0ab92e28515ff8178e60,,Galio,Viego,Lissandra,Gnar,Gangplank,2220,0,10,20,20,10,20,2.0,0.0,0.0,0.0,1.0,,,,0.2703,0.8108,1.0,1.0,4.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,11.0,0.0,0.0,2.0,2.0,0.0,2.0,85268.0,2304.5405,,3422.5676,3396.4324,142.0,3.8378,48.0,1.2973,47.0,243.0,6.5676,60734.0,36712.0,992.2162,,59075.0,-0.103805,,943.0,218.0,,,31.3784,15351.0,17984.0,317.0,16204.0,18295.0,323.0,-853.0,-311.0,-6.0,2.0,4.0,3.0,3.0,9.0,2.0,23052.0,29366.0,525.0,25710.0,30093.0,545.0,-2658.0,-727.0,-20.0,2.0,4.0,4.0,4.0,11.0,2.0
ESPORTSTMNT02_2778214,complete,,CBLOL,2022,Split 2,0,2022-06-11 20:22:21,1.0,12.1,200,Red,team,,,LOUD,oe:team:658a021a796aa5501503220adb38cf4,,Lucian,LeBlanc,Gwen,Karma,Yuumi,2220,1,20,10,60,20,10,2.0,0.0,0.0,0.0,0.0,,,,0.5405,0.8108,0.0,4.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,11.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,104609.0,2827.2703,,3193.8108,4222.1892,160.0,4.3243,63.0,1.7027,54.0,360.0,9.7297,72848.0,48826.0,1319.6216,,65543.0,0.103805,,995.0,260.0,,,33.9189,16204.0,18295.0,323.0,15351.0,17984.0,317.0,853.0,311.0,6.0,3.0,9.0,2.0,2.0,4.0,3.0,25710.0,30093.0,545.0,23052.0,29366.0,525.0,2658.0,727.0,20.0,4.0,11.0,2.0,2.0,4.0,4.0
ESPORTSTMNT02_2788841,complete,,CBLOL,2022,Split 2,0,2022-06-12 15:44:40,1.0,12.1,100,Blue,team,,,FURIA,oe:team:40084525160457267265923de195e09,,Senna,Viego,Taliyah,Kalista,Ezreal,2015,1,8,4,19,8,4,1.0,0.0,0.0,0.0,1.0,,,,0.2382,0.3573,0.0,1.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,11.0,3.0,0.0,0.0,1.0,5.0,3.0,0.0,65709.0,1956.5955,,2324.6948,2429.33,103.0,3.067,45.0,1.34,43.0,235.0,6.9975,57577.0,35646.0,1061.4194,,52608.0,0.0520342,,790.0,182.0,,,28.9429,14963.0,17308.0,294.0,15640.0,18591.0,332.0,-677.0,-1283.0,-38.0,1.0,2.0,2.0,2.0,2.0,1.0,22689.0,28195.0,463.0,23738.0,29593.0,527.0,-1049.0,-1398.0,-64.0,2.0,4.0,3.0,3.0,4.0,2.0
ESPORTSTMNT02_2788841,complete,,CBLOL,2022,Split 2,0,2022-06-12 15:44:40,1.0,12.1,200,Red,team,,,Liberty,oe:team:84e1da9e55480128662cfdfe79cb892,,Gwen,Lucian,Wukong,Xayah,Kai'Sa,2015,0,4,8,7,4,8,0.0,0.0,0.0,0.0,0.0,,,,0.1191,0.3573,1.0,3.0,1.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,11.0,1.0,1.0,5.0,1.0,0.0,3.0,51315.0,1527.9901,,2907.067,2453.598,96.0,2.8586,37.0,1.1017,47.0,222.0,6.6104,52233.0,30302.0,902.2928,,49940.0,-0.0520342,,881.0,231.0,,,33.1117,15640.0,18591.0,332.0,14963.0,17308.0,294.0,677.0,1283.0,38.0,2.0,2.0,1.0,1.0,2.0,2.0,23738.0,29593.0,527.0,22689.0,28195.0,463.0,1049.0,1398.0,64.0,3.0,4.0,2.0,2.0,4.0,3.0
ESPORTSTMNT02_2788976,complete,,CBLOL,2022,Split 2,0,2022-06-12 17:24:32,1.0,12.1,100,Blue,team,,,KaBuM! e-Sports,oe:team:9dced510f02f8586ee7501922484ac0,,Ahri,Kalista,Taliyah,Aatrox,Zoe,1926,1,16,5,38,16,5,2.0,0.0,0.0,0.0,1.0,,,,0.4984,0.6542,0.0,3.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,10.0,1.0,0.0,1.0,8.0,2.0,1.0,0.0,63354.0,1973.6449,,3162.9283,2991.3707,103.0,3.2087,74.0,2.3053,50.0,310.0,9.6573,66150.0,45127.0,1405.8255,,57543.0,0.161219,,870.0,239.0,,,34.5483,17948.0,18716.0,301.0,16658.0,19701.0,325.0,1290.0,-985.0,-24.0,4.0,7.0,3.0,3.0,4.0,4.0,27215.0,31034.0,512.0,23848.0,29582.0,503.0,3367.0,1452.0,9.0,4.0,7.0,3.0,3.0,4.0,4.0
ESPORTSTMNT02_2788976,complete,,CBLOL,2022,Split 2,0,2022-06-12 17:24:32,1.0,12.1,200,Red,team,,,Flamengo Los Grandes,oe:team:765f134111d0ab92e28515ff8178e60,,Gwen,Wukong,Lucian,Kennen,Jayce,1926,0,5,16,9,5,16,0.0,0.0,0.0,0.0,0.0,,,,0.1558,0.6542,1.0,2.0,3.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,10.0,1.0,0.0,2.0,8.0,0.0,1.0,56987.0,1775.296,,2757.7882,2243.3956,121.0,3.7695,42.0,1.3084,45.0,195.0,6.0748,50428.0,29405.0,916.0436,,48958.0,-0.161219,,833.0,190.0,,,31.8692,16658.0,19701.0,325.0,17948.0,18716.0,301.0,-1290.0,985.0,24.0,3.0,4.0,4.0,4.0,7.0,3.0,23848.0,29582.0,503.0,27215.0,31034.0,512.0,-3367.0,-1452.0,-9.0,3.0,4.0,4.0,4.0,7.0,3.0
ESPORTSTMNT02_2789001,complete,,CBLOL,2022,Split 2,0,2022-06-12 18:03:47,1.0,12.1,100,Blue,team,,,Miners,oe:team:64a41d3f257e38f07d4bd8570809432,,Senna,Renata Glasc,Taliyah,Gangplank,Jarvan IV,2256,1,23,15,56,23,15,3.0,0.0,0.0,0.0,0.0,,,,0.6117,1.0106,0.0,2.0,3.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,8.0,3.0,1.0,1.0,2.0,0.0,1.0,0.0,79673.0,2118.9628,,2670.984,3021.383,125.0,3.3245,68.0,1.8085,66.0,316.0,8.4043,67388.0,42999.0,1143.5904,,59425.0,-0.00042061,,857.0,215.0,,,28.5106,17243.0,19467.0,302.0,15515.0,17243.0,286.0,1728.0,2224.0,16.0,6.0,7.0,4.0,4.0,4.0,6.0,25802.0,30007.0,461.0,23121.0,28008.0,473.0,2681.0,1999.0,-12.0,9.0,15.0,5.0,5.0,4.0,9.0
ESPORTSTMNT02_2789001,complete,,CBLOL,2022,Split 2,0,2022-06-12 18:03:47,1.0,12.1,200,Red,team,,,INTZ,oe:team:bcb21457414eb9be1d27489ff7e8e59,,Gwen,Lucian,Wukong,Lissandra,Vex,2256,0,15,23,34,15,23,1.0,0.0,0.0,0.0,1.0,,,,0.3989,1.0106,1.0,3.0,2.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,8.0,0.0,0.0,0.0,2.0,0.0,1.0,71447.0,1900.1862,,2657.6596,2849.6277,154.0,4.0957,51.0,1.3564,57.0,317.0,8.4309,61433.0,37044.0,985.2128,,59450.0,0.00042061,,906.0,220.0,,,29.9468,15515.0,17243.0,286.0,17243.0,19467.0,302.0,-1728.0,-2224.0,-16.0,4.0,4.0,6.0,6.0,7.0,4.0,23121.0,28008.0,473.0,25802.0,30007.0,461.0,-2681.0,-1999.0,12.0,5.0,4.0,9.0,9.0,15.0,5.0
ESPORTSTMNT02_2789075,complete,,CBLOL,2022,Split 2,0,2022-06-12 19:08:20,1.0,12.1,100,Blue,team,,,LOUD,oe:team:658a021a796aa5501503220adb38cf4,,Gangplank,Swain,Jayce,Akali,Rumble,2378,0,11,16,33,11,16,3.0,1.0,0.0,0.0,1.0,,,,0.2775,0.6812,0.0,3.0,4.0,3.0,4.0,0.0,0.0,2.0,0.0,0.0,1.0,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,11.0,1.0,0.0,5.0,4.0,0.0,3.0,73893.0,1864.4155,,2951.5307,2972.5484,175.0,4.4155,65.0,1.64,67.0,300.0,7.5694,70785.0,45151.0,1139.2178,,67958.0,-0.0451898,,1058.0,244.0,,,32.8511,15138.0,18189.0,321.0,15032.0,18654.0,334.0,106.0,-465.0,-13.0,1.0,2.0,0.0,0.0,0.0,1.0,23272.0,28777.0,518.0,24691.0,30104.0,536.0,-1419.0,-1327.0,-18.0,1.0,2.0,2.0,2.0,8.0,1.0
ESPORTSTMNT02_2789075,complete,,CBLOL,2022,Split 2,0,2022-06-12 19:08:20,1.0,12.1,200,Red,team,,,paiN Gaming,oe:team:61450737f7b683db4da7b3e0bf0dced,,Lucian,Senna,Viego,Lissandra,LeBlanc,2378,1,16,11,47,16,11,3.0,2.0,1.0,0.0,0.0,,,,0.4037,0.6812,1.0,4.0,3.0,4.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,11.0,5.0,0.0,1.0,4.0,5.0,3.0,0.0,81647.0,2060.0589,,2674.3902,2564.8108,169.0,4.2641,83.0,2.0942,73.0,379.0,9.5627,75005.0,49371.0,1245.6939,,71100.0,0.0451898,,1068.0,284.0,,,34.1127,15032.0,18654.0,334.0,15138.0,18189.0,321.0,-106.0,465.0,13.0,0.0,0.0,1.0,1.0,2.0,0.0,24691.0,30104.0,536.0,23272.0,28777.0,518.0,1419.0,1327.0,18.0,2.0,8.0,1.0,1.0,2.0,2.0
ESPORTSTMNT02_2789167,complete,,CBLOL,2022,Split 2,0,2022-06-12 20:20:14,1.0,12.1,100,Blue,team,,,Rensga eSports,oe:team:92ede2510f2ad0234b1dd75f03108ae,,Ezreal,Kalista,Senna,Ornn,Jhin,1758,0,6,18,12,6,18,0.0,0.0,0.0,0.0,0.0,,,,0.2048,0.8191,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,9.0,0.0,0.0,3.0,8.0,0.0,1.0,47315.0,1614.8464,,2882.6621,1829.5904,82.0,2.7986,31.0,1.058,38.0,177.0,6.041,46676.0,27366.0,933.9932,,44453.0,-0.156968,,716.0,163.0,,,30.0,14207.0,16656.0,263.0,16704.0,18041.0,297.0,-2497.0,-1385.0,-34.0,1.0,3.0,2.0,2.0,1.0,1.0,22154.0,26947.0,443.0,24303.0,27716.0,468.0,-2149.0,-769.0,-25.0,2.0,6.0,3.0,3.0,2.0,2.0
ESPORTSTMNT02_2789167,complete,,CBLOL,2022,Split 2,0,2022-06-12 20:20:14,1.0,12.1,200,Red,team,,,RED Canids,oe:team:67169969ecc058b307edfa9c6b7a3c0,,Lucian,Yone,Gwen,Jayce,Camille,1758,1,18,6,36,18,6,1.0,0.0,0.0,0.0,1.0,,,,0.6143,0.8191,1.0,4.0,0.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,9.0,3.0,1.0,1.0,8.0,3.0,1.0,0.0,63369.0,2162.7645,,2513.5495,2518.157,88.0,3.0034,32.0,1.0922,35.0,215.0,7.3379,57507.0,38197.0,1303.6519,,52025.0,0.156968,,738.0,215.0,,,32.5256,16704.0,18041.0,297.0,14207.0,16656.0,263.0,2497.0,1385.0,34.0,2.0,1.0,1.0,1.0,3.0,2.0,24303.0,27716.0,468.0,22154.0,26947.0,443.0,2149.0,769.0,25.0,3.0,2.0,2.0,2.0,6.0,3.0
ESPORTSTMNT03_2791281,complete,,CBLOL,2022,Split 2,0,2022-06-18 15:42:39,1.0,12.11,100,Blue,team,,,LOUD,oe:team:658a021a796aa5501503220adb38cf4,,Zeri,Senna,Viktor,Gangplank,LeBlanc,1676,0,8,17,19,8,17,1.0,0.0,0.0,0.0,0.0,,,,0.2864,0.895,1.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,9.0,1.0,0.0,4.0,3.0,0.0,2.0,51235.0,1834.1885,,3483.4368,3067.2673,92.0,3.2936,26.0,0.9308,44.0,171.0,6.1217,44005.0,25532.0,914.0334,,43075.0,-0.0839802,,665.0,169.0,,,29.8568,14892.0,17793.0,320.0,16238.0,18477.0,309.0,-1346.0,-684.0,11.0,1.0,1.0,3.0,3.0,4.0,1.0,23082.0,28835.0,494.0,25625.0,30678.0,500.0,-2543.0,-1843.0,-6.0,2.0,2.0,6.0,6.0,7.0,2.0
ESPORTSTMNT03_2791281,complete,,CBLOL,2022,Split 2,0,2022-06-18 15:42:39,1.0,12.11,200,Red,team,,,KaBuM! e-Sports,oe:team:9dced510f02f8586ee7501922484ac0,,Lucian,Gwen,Viego,Lee Sin,Graves,1676,1,17,8,32,17,8,2.0,0.0,0.0,0.0,1.0,,,,0.6086,0.895,0.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,9.0,2.0,0.0,1.0,3.0,4.0,2.0,0.0,74311.0,2660.2983,,2697.9594,2056.8616,69.0,2.4702,42.0,1.5036,32.0,196.0,7.0167,55151.0,36678.0,1313.0549,,46851.0,0.0839802,,707.0,177.0,,,31.6468,16238.0,18477.0,309.0,14892.0,17793.0,320.0,1346.0,684.0,-11.0,3.0,4.0,1.0,1.0,1.0,3.0,25625.0,30678.0,500.0,23082.0,28835.0,494.0,2543.0,1843.0,6.0,6.0,7.0,2.0,2.0,2.0,6.0
ESPORTSTMNT03_2791310,complete,,CBLOL,2022,Split 2,0,2022-06-18 16:52:16,1.0,12.11,100,Blue,team,,,INTZ,oe:team:bcb21457414eb9be1d27489ff7e8e59,,Olaf,Ahri,Kayle,Rakan,Sylas,2853,0,13,17,42,13,17,2.0,0.0,0.0,0.0,0.0,,,,0.2734,0.6309,0.0,3.0,5.0,3.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,2.0,0.0,1.0,3.0,0.0,0.0,4.0,10.0,1.0,0.0,2.0,3.0,0.0,4.0,109375.0,2300.2103,,3350.8517,4422.9653,181.0,3.8065,73.0,1.5352,74.0,357.0,7.5079,79440.0,48961.0,1029.674,,74841.0,-0.141474,,1099.0,251.0,,,28.3912,14963.0,17118.0,281.0,15283.0,17616.0,330.0,-320.0,-498.0,-49.0,2.0,4.0,1.0,1.0,1.0,2.0,22828.0,28061.0,491.0,23724.0,28614.0,542.0,-896.0,-553.0,-51.0,2.0,4.0,1.0,1.0,1.0,2.0
ESPORTSTMNT03_2791310,complete,,CBLOL,2022,Split 2,0,2022-06-18 16:52:16,1.0,12.11,200,Red,team,,,FURIA,oe:team:40084525160457267265923de195e09,,Senna,Zeri,Lucian,Taliyah,Akali,2853,1,17,13,44,17,13,4.0,0.0,0.0,0.0,1.0,,,,0.3575,0.6309,1.0,5.0,3.0,4.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,10.0,4.0,0.0,1.0,3.0,2.0,4.0,0.0,113132.0,2379.2219,,3026.2461,3958.5279,158.0,3.3228,87.0,1.8297,77.0,371.0,7.8023,87783.0,57304.0,1205.1314,,86235.0,0.141474,,1263.0,373.0,,,34.4059,15283.0,17616.0,330.0,14963.0,17118.0,281.0,320.0,498.0,49.0,1.0,1.0,2.0,2.0,4.0,1.0,23724.0,28614.0,542.0,22828.0,28061.0,491.0,896.0,553.0,51.0,1.0,1.0,2.0,2.0,4.0,1.0
ESPORTSTMNT03_2791354,complete,,CBLOL,2022,Split 2,0,2022-06-18 18:36:43,1.0,12.11,100,Blue,team,,,Liberty,oe:team:84e1da9e55480128662cfdfe79cb892,,Renata Glasc,Ezreal,Ahri,LeBlanc,Vladimir,2442,0,4,12,13,4,12,0.0,0.0,0.0,0.0,0.0,,,,0.0983,0.3931,0.0,3.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,5.0,8.0,0.0,0.0,6.0,4.0,0.0,1.0,58689.0,1441.9902,,2177.7887,1967.4939,139.0,3.4152,82.0,2.0147,64.0,375.0,9.2138,69100.0,42814.0,1051.941,,66460.0,0.0702438,,986.0,267.0,,,30.7862,16001.0,19679.0,360.0,15680.0,19269.0,362.0,321.0,410.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,25338.0,30160.0,558.0,25441.0,32400.0,587.0,-103.0,-2240.0,-29.0,0.0,0.0,3.0,3.0,5.0,0.0
ESPORTSTMNT03_2791354,complete,,CBLOL,2022,Split 2,0,2022-06-18 18:36:43,1.0,12.11,200,Red,team,,,Flamengo Los Grandes,oe:team:765f134111d0ab92e28515ff8178e60,,Lucian,Senna,Kalista,Vex,Zoe,2442,1,12,4,37,12,4,2.0,2.0,0.0,0.0,1.0,,,,0.2948,0.3931,1.0,4.0,3.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,8.0,5.0,1.0,1.0,4.0,6.0,1.0,0.0,57095.0,1402.8256,,2140.2211,1660.7125,164.0,4.0295,68.0,1.6708,64.0,342.0,8.4029,69754.0,43468.0,1068.0098,,61950.0,-0.0702438,,1024.0,309.0,,,32.7518,15680.0,19269.0,362.0,16001.0,19679.0,360.0,-321.0,-410.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,25441.0,32400.0,587.0,25338.0,30160.0,558.0,103.0,2240.0,29.0,3.0,5.0,0.0,0.0,0.0,3.0
ESPORTSTMNT03_2791374,complete,,CBLOL,2022,Split 2,0,2022-06-18 19:24:15,1.0,12.11,100,Blue,team,,,RED Canids,oe:team:67169969ecc058b307edfa9c6b7a3c0,,Viego,Braum,Senna,Nautilus,Rakan,2334,1,15,9,42,15,9,4.0,0.0,0.0,0.0,0.0,,,,0.3856,0.617,1.0,5.0,1.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,10.0,3.0,1.0,1.0,0.0,4.0,2.0,0.0,112853.0,2901.1054,,2898.2262,3206.401,118.0,3.0334,64.0,1.6452,42.0,278.0,7.1465,73233.0,48048.0,1235.1671,,63785.0,0.0235555,,995.0,277.0,,,32.6992,14691.0,17581.0,301.0,15806.0,17785.0,299.0,-1115.0,-204.0,2.0,1.0,1.0,3.0,3.0,6.0,1.0,22067.0,27890.0,482.0,24497.0,29293.0,512.0,-2430.0,-1403.0,-30.0,1.0,1.0,3.0,3.0,6.0,1.0
ESPORTSTMNT03_2791374,complete,,CBLOL,2022,Split 2,0,2022-06-18 19:24:15,1.0,12.11,200,Red,team,,,Miners,oe:team:64a41d3f257e38f07d4bd8570809432,,Lucian,Taliyah,Ahri,Karma,Yuumi,2334,0,9,15,22,9,15,1.0,1.0,0.0,0.0,1.0,,,,0.2314,0.617,0.0,1.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,3.0,10.0,0.0,0.0,4.0,0.0,0.0,2.0,77048.0,1980.6684,,3686.4781,3010.4113,146.0,3.7532,61.0,1.5681,71.0,333.0,8.5604,63011.0,37826.0,972.3907,,62300.0,-0.0235555,,1001.0,236.0,,,31.7995,15806.0,17785.0,299.0,14691.0,17581.0,301.0,1115.0,204.0,-2.0,3.0,6.0,1.0,1.0,1.0,3.0,24497.0,29293.0,512.0,22067.0,27890.0,482.0,2430.0,1403.0,30.0,3.0,6.0,1.0,1.0,1.0,3.0
