gameid,datacompleteness,url,league,year,split,playoffs,date,game,patch,participantid,side,position,playername,playerid,teamname,teamid,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,firstdragon,dragons,opp_dragons,elementaldrakes,opp_elementaldrakes,infernals,mountains,clouds,oceans,chemtechs,hextechs,dragons (type unknown),elders,opp_elders,firstherald,heralds,opp_heralds,firstbaron,barons,opp_barons,firsttower,towers,opp_towers,firstmidtower,firsttothreetowers,turretplates,opp_turretplates,inhibitors,opp_inhibitors,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,gspd,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,opp_killsat10,opp_assistsat10,opp_deathsat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,opp_killsat15,opp_assistsat15,opp_deathsat15
ESPORTSTMNT03_2562354,complete,,CBLOL,2022,Split 1,0,2022-02-12 20:04:54,1.0,12.03,100,Blue,team,,,Netshoes Miners,oe:team:8b76a6be17ca3ef99e562b7deb8a3ee,,Gwen,Caitlyn,Zeri,Jayce,Lee Sin,1706,0,10,19,20,10,19,1.0,1.0,0.0,0.0,0.0,,,,0.3517,1.0199,0.0,2.0,3.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,9.0,1.0,1.0,8.0,10.0,0.0,1.0,50521.0,1776.823,,2404.959,2119.4842,95.0,3.3411,33.0,1.1606,43.0,191.0,6.7175,48093.0,29311.0,1030.8675,,46825.0,-0.0635823,,701.0,175.0,,,30.8089,15710.0,18003.0,300.0,16608.0,18204.0,327.0,-898.0,-201.0,-27.0,3.0,7.0,4.0,4.0,8.0,3.0,25786.0,28359.0,495.0,26041.0,29299.0,527.0,-255.0,-940.0,-32.0,3.0,7.0,5.0,5.0,10.0,3.0
ESPORTSTMNT03_2562354,complete,,CBLOL,2022,Split 1,0,2022-02-12 20:04:54,1.0,12.03,200,Red,team,,,KaBuM! e-Sports,oe:team:9dced510f02f8586ee7501922484ac0,,Renekton,Vex,Twisted Fate,Tahm Kench,Xin Zhao,1706,1,19,10,46,19,10,2.0,0.0,0.0,0.0,1.0,,,,0.6682,1.0199,1.0,3.0,2.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,9.0,4.0,0.0,0.0,10.0,8.0,1.0,0.0,50924.0,1790.9965,,2607.2567,2366.2368,89.0,3.1301,46.0,1.6178,49.0,204.0,7.1747,57947.0,39165.0,1377.4326,,49900.0,0.0635823,,786.0,196.0,,,34.5369,16608.0,18204.0,327.0,15710.0,18003.0,300.0,898.0,201.0,27.0,4.0,8.0,3.0,3.0,7.0,4.0,26041.0,29299.0,527.0,25786.0,28359.0,495.0,255.0,940.0,32.0,5.0,10.0,3.0,3.0,7.0,5.0
ESPORTSTMNT03_2542608,complete,,CBLOL,2022,Split 1,0,2022-02-13 15:46:01,1.0,12.03,100,Blue,team,,,Liberty,oe:team:84e1da9e55480128662cfdfe79cb892,,Zoe,Gwen,Aphelios,Camille,Irelia,2094,1,21,13,55,21,13,2.0,0.0,0.0,0.0,1.0,,,,0.6017,0.9742,1.0,4.0,1.0,4.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,11.0,3.0,1.0,1.0,8.0,2.0,3.0,0.0,74071.0,2122.3782,,2618.5387,3081.8338,130.0,3.7249,44.0,1.2607,48.0,272.0,7.7937,67523.0,44782.0,1283.1519,,60730.0,0.0581208,,861.0,236.0,,,31.4327,17713.0,17915.0,302.0,13508.0,15383.0,259.0,4205.0,2532.0,43.0,6.0,18.0,1.0,1.0,1.0,6.0,28561.0,29636.0,495.0,22741.0,27253.0,451.0,5820.0,2383.0,44.0,10.0,24.0,4.0,4.0,6.0,10.0
ESPORTSTMNT03_2542608,complete,,CBLOL,2022,Split 1,0,2022-02-13 15:46:01,1.0,12.03,200,Red,team,,,Flamengo Esports,oe:team:5ef087125f8255546c01970122b3cec,,Caitlyn,Corki,Zeri,Tahm Kench,Janna,2094,0,13,21,25,13,21,0.0,0.0,0.0,0.0,0.0,,,,0.3725,0.9742,0.0,1.0,4.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,3.0,11.0,0.0,0.0,2.0,8.0,0.0,3.0,62554.0,1792.3782,,2936.9341,3007.765,109.0,3.1232,44.0,1.2607,50.0,228.0,6.533,61197.0,38456.0,1101.8911,,57300.0,-0.0581208,,884.0,185.0,,,30.6304,13508.0,15383.0,259.0,17713.0,17915.0,302.0,-4205.0,-2532.0,-43.0,1.0,1.0,6.0,6.0,18.0,1.0,22741.0,27253.0,451.0,28561.0,29636.0,495.0,-5820.0,-2383.0,-44.0,4.0,6.0,10.0,10.0,24.0,4.0
ESPORTSTMNT03_2542652,complete,,CBLOL,2022,Split 1,0,2022-02-13 16:57:03,1.0,12.03,100,Blue,team,,,KaBuM! e-Sports,oe:team:9dced510f02f8586ee7501922484ac0,,Renekton,Twisted Fate,Caitlyn,Xin Zhao,Lee Sin,1843,0,7,15,18,7,15,0.0,0.0,0.0,0.0,0.0,,,,0.2279,0.7162,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,7.0,11.0,0.0,1.0,7.0,8.0,1.0,3.0,61917.0,2015.7461,,2807.2382,1848.9636,119.0,3.8741,49.0,1.5952,47.0,231.0,7.5203,54384.0,34203.0,1113.4997,,53375.0,-0.00093633,,846.0,190.0,,,33.7276,15001.0,17153.0,300.0,16924.0,18371.0,314.0,-1923.0,-1218.0,-14.0,1.0,1.0,5.0,5.0,4.0,1.0,25132.0,28538.0,496.0,26870.0,29369.0,511.0,-1738.0,-831.0,-15.0,3.0,5.0,8.0,8.0,11.0,3.0
ESPORTSTMNT03_2542652,complete,,CBLOL,2022,Split 1,0,2022-02-13 16:57:03,1.0,12.03,200,Red,team,,,FURIA,oe:team:40084525160457267265923de195e09,,Zeri,Jayce,Ryze,Jarvan IV,Poppy,1843,1,15,7,22,15,7,1.0,0.0,0.0,0.0,1.0,,,,0.4883,0.7162,1.0,4.0,0.0,4.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,11.0,7.0,1.0,0.0,8.0,7.0,3.0,1.0,64454.0,2098.3397,,2888.5296,2739.197,112.0,3.6462,54.0,1.758,45.0,239.0,7.7808,60856.0,40675.0,1324.1997,,53425.0,0.00093633,,871.0,190.0,,,34.5415,16924.0,18371.0,314.0,15001.0,17153.0,300.0,1923.0,1218.0,14.0,5.0,4.0,1.0,1.0,1.0,5.0,26870.0,29369.0,511.0,25132.0,28538.0,496.0,1738.0,831.0,15.0,8.0,11.0,3.0,3.0,5.0,8.0
ESPORTSTMNT03_2542716,complete,,CBLOL,2022,Split 1,0,2022-02-13 17:59:48,1.0,12.03,100,Blue,team,,,Netshoes Miners,oe:team:8b76a6be17ca3ef99e562b7deb8a3ee,,Thresh,Caitlyn,Zeri,Lulu,Braum,2287,0,15,18,33,15,18,2.0,1.0,0.0,0.0,0.0,,,,0.3935,0.8658,0.0,1.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,6.0,10.0,0.0,0.0,10.0,13.0,0.0,3.0,71413.0,1873.5374,,2564.7049,2170.2317,135.0,3.5418,99.0,2.5973,61.0,311.0,8.1592,72472.0,47766.0,1253.1526,,67700.0,-0.0804537,,966.0,180.0,,,30.0656,16393.0,15449.0,290.0,18510.0,16878.0,310.0,-2117.0,-1429.0,-20.0,0.0,0.0,3.0,3.0,5.0,0.0,24983.0,25400.0,453.0,28681.0,27910.0,487.0,-3698.0,-2510.0,-34.0,3.0,6.0,8.0,8.0,14.0,3.0
ESPORTSTMNT03_2542716,complete,,CBLOL,2022,Split 1,0,2022-02-13 17:59:48,1.0,12.03,200,Red,team,,,LOUD,oe:team:658a021a796aa5501503220adb38cf4,,Vex,Graves,Xin Zhao,Syndra,Zoe,2287,1,18,15,37,18,15,3.0,1.0,0.0,0.0,1.0,,,,0.4722,0.8658,1.0,5.0,1.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,,1.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,10.0,6.0,1.0,1.0,13.0,10.0,3.0,0.0,69772.0,1830.4854,,2554.8666,2368.9112,234.0,6.139,71.0,1.8627,67.0,415.0,10.8876,73191.0,48485.0,1272.0157,,73375.0,0.0804537,,868.0,288.0,,,30.3279,18510.0,16878.0,310.0,16393.0,15449.0,290.0,2117.0,1429.0,20.0,3.0,5.0,0.0,0.0,0.0,3.0,28681.0,27910.0,487.0,24983.0,25400.0,453.0,3698.0,2510.0,34.0,8.0,14.0,3.0,3.0,6.0,8.0
ESPORTSTMNT03_2542777,complete,,CBLOL,2022,Split 1,0,2022-02-13 19:35:55,1.0,12.03,100,Blue,team,,,RED Canids,oe:team:67169969ecc058b307edfa9c6b7a3c0,,Janna,Jarvan IV,Twisted Fate,Akali,Leona,1351,1,30,8,66,30,8,6.0,1.0,0.0,0.0,1.0,,,,1.3323,1.6876,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,10.0,3.0,0.0,1.0,3.0,7.0,2.0,0.0,64604.0,2869.1636,,3100.5033,2507.2095,55.0,2.4426,23.0,1.0215,28.0,127.0,5.6403,49654.0,34498.0,1532.1095,,46800.0,0.258824,,573.0,131.0,,,31.2657,16047.0,17763.0,320.0,14227.0,17218.0,311.0,1820.0,545.0,9.0,2.0,5.0,0.0,0.0,0.0,2.0,27056.0,30135.0,493.0,22688.0,27552.0,498.0,4368.0,2583.0,-5.0,9.0,17.0,1.0,1.0,2.0,9.0
ESPORTSTMNT03_2542777,complete,,CBLOL,2022,Split 1,0,2022-02-13 19:35:55,1.0,12.03,200,Red,team,,,INTZ,oe:team:bcb21457414eb9be1d27489ff7e8e59,,Zeri,Caitlyn,Gwen,Camille,Thresh,1351,0,8,30,14,8,30,0.0,0.0,0.0,0.0,0.0,,,,0.3553,1.6876,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,10.0,1.0,0.0,7.0,3.0,0.0,2.0,44796.0,1989.4597,,3357.513,2067.4907,65.0,2.8868,21.0,0.9326,32.0,136.0,6.04,38220.0,23064.0,1024.3079,,36075.0,-0.258824,,592.0,98.0,,,30.644,14227.0,17218.0,311.0,16047.0,17763.0,320.0,-1820.0,-545.0,-9.0,0.0,0.0,2.0,2.0,5.0,0.0,22688.0,27552.0,498.0,27056.0,30135.0,493.0,-4368.0,-2583.0,5.0,1.0,2.0,9.0,9.0,17.0,1.0
ESPORTSTMNT03_2542841,complete,,CBLOL,2022,Split 1,0,2022-02-13 20:42:35,1.0,12.03,100,Blue,team,,,Rensga eSports,oe:team:92ede2510f2ad0234b1dd75f03108ae,,Gwen,Lee Sin,Twisted Fate,Jarvan IV,Zoe,1838,0,5,14,14,5,14,0.0,0.0,0.0,0.0,0.0,,,,0.1632,0.6202,0.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,11.0,0.0,0.0,0.0,6.0,0.0,3.0,44116.0,1440.1306,,2868.8357,1802.5136,102.0,3.3297,36.0,1.1752,50.0,191.0,6.235,47423.0,27298.0,891.1208,,46260.0,-0.137212,,776.0,159.0,,,30.5223,14085.0,17247.0,297.0,15851.0,18536.0,313.0,-1766.0,-1289.0,-16.0,0.0,0.0,3.0,3.0,3.0,0.0,21949.0,27774.0,481.0,25366.0,30390.0,518.0,-3417.0,-2616.0,-37.0,1.0,4.0,5.0,5.0,9.0,1.0
ESPORTSTMNT03_2542841,complete,,CBLOL,2022,Split 1,0,2022-02-13 20:42:35,1.0,12.03,200,Red,team,,,paiN Gaming,oe:team:61450737f7b683db4da7b3e0bf0dced,,Zeri,Senna,Ryze,Malphite,Ornn,1838,1,14,5,25,14,5,1.0,0.0,0.0,0.0,1.0,,,,0.457,0.6202,1.0,5.0,0.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,2.0,1.0,1.0,6.0,0.0,3.0,0.0,61360.0,2003.0468,,2387.2361,2065.1034,94.0,3.0686,60.0,1.9587,47.0,285.0,9.3036,60603.0,40478.0,1321.3711,,53075.0,0.137212,,827.0,232.0,,,34.5702,15851.0,18536.0,313.0,14085.0,17247.0,297.0,1766.0,1289.0,16.0,3.0,3.0,0.0,0.0,0.0,3.0,25366.0,30390.0,518.0,21949.0,27774.0,481.0,3417.0,2616.0,37.0,5.0,9.0,1.0,1.0,4.0,5.0
ESPORTSTMNT03_2566738,complete,,CBLOL,2022,Split 1,0,2022-02-19 15:44:54,1.0,12.03,100,Blue,team,,,FURIA,oe:team:40084525160457267265923de195e09,,Tryndamere,Ryze,Jinx,Xin Zhao,Camille,2458,0,16,22,32,16,22,1.0,0.0,0.0,0.0,1.0,,,,0.3906,0.9276,0.0,3.0,3.0,3.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,9.0,8.0,1.0,1.0,6.0,4.0,2.0,2.0,81855.0,1998.0879,,3313.9626,3167.0382,168.0,4.1009,65.0,1.5867,71.0,361.0,8.812,75245.0,48791.0,1190.9927,,72990.0,0.0428926,,1039.0,230.0,,,30.9764,15559.0,18806.0,346.0,15197.0,18529.0,354.0,362.0,277.0,-8.0,1.0,3.0,0.0,0.0,0.0,1.0,24536.0,29967.0,518.0,23711.0,30157.0,559.0,825.0,-190.0,-41.0,3.0,6.0,1.0,1.0,1.0,3.0
ESPORTSTMNT03_2566738,complete,,CBLOL,2022,Split 1,0,2022-02-19 15:44:54,1.0,12.03,200,Red,team,,,Netshoes Miners,oe:team:8b76a6be17ca3ef99e562b7deb8a3ee,,Gwen,Caitlyn,Zeri,Zoe,Twisted Fate,2458,1,22,17,52,22,17,4.0,0.0,0.0,0.0,0.0,,,,0.537,0.9276,1.0,3.0,3.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,8.0,9.0,0.0,0.0,4.0,6.0,2.0,2.0,99091.0,2418.8202,,2985.9398,2972.9536,130.0,3.1733,65.0,1.5867,72.0,329.0,8.0309,75412.0,48958.0,1195.0692,,69925.0,-0.0428926,,1028.0,259.0,,,31.4158,15197.0,18529.0,354.0,15559.0,18806.0,346.0,-362.0,-277.0,8.0,0.0,0.0,1.0,1.0,3.0,0.0,23711.0,30157.0,559.0,24536.0,29967.0,518.0,-825.0,190.0,41.0,1.0,1.0,3.0,3.0,6.0,1.0
ESPORTSTMNT03_2566789,complete,,CBLOL,2022,Split 1,0,2022-02-19 17:05:43,1.0,12.03,100,Blue,team,,,paiN Gaming,oe:team:61450737f7b683db4da7b3e0bf0dced,,Gwen,Karma,Malphite,Camille,Syndra,1863,0,8,21,9,8,21,0.0,0.0,0.0,0.0,1.0,,,,0.2576,0.934,1.0,2.0,3.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,10.0,0.0,0.0,6.0,10.0,0.0,1.0,55723.0,1794.6216,,2736.2319,2314.9758,126.0,4.058,40.0,1.2882,58.0,235.0,7.5684,50216.0,29840.0,961.0306,,49135.0,-0.119414,,841.0,154.0,,,32.0451,15811.0,18040.0,324.0,17171.0,18866.0,341.0,-1360.0,-826.0,-17.0,2.0,3.0,4.0,4.0,3.0,2.0,24274.0,28551.0,500.0,27143.0,29861.0,510.0,-2869.0,-1310.0,-10.0,3.0,3.0,7.0,7.0,4.0,3.0
ESPORTSTMNT03_2566789,complete,,CBLOL,2022,Split 1,0,2022-02-19 17:05:43,1.0,12.03,200,Red,team,,,RED Canids,oe:team:67169969ecc058b307edfa9c6b7a3c0,,Twisted Fate,Zeri,Caitlyn,Thresh,Jayce,1863,1,21,8,29,21,8,3.0,0.0,0.0,0.0,0.0,,,,0.6763,0.934,0.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,10.0,2.0,1.0,1.0,10.0,6.0,1.0,0.0,66288.0,2134.8792,,2847.4718,2939.8712,105.0,3.3816,52.0,1.6747,49.0,266.0,8.5668,63450.0,43074.0,1387.2464,,55375.0,0.119414,,859.0,232.0,,,35.1369,17171.0,18866.0,341.0,15811.0,18040.0,324.0,1360.0,826.0,17.0,4.0,3.0,2.0,2.0,3.0,4.0,27143.0,29861.0,510.0,24274.0,28551.0,500.0,2869.0,1310.0,10.0,7.0,4.0,3.0,3.0,3.0,7.0
ESPORTSTMNT03_2566823,complete,,CBLOL,2022,Split 1,0,2022-02-19 18:06:50,1.0,12.03,100,Blue,team,,,Flamengo Esports,oe:team:5ef087125f8255546c01970122b3cec,,Jayce,Graves,Yuumi,Kennen,Nautilus,1768,0,4,16,11,4,16,1.0,0.0,0.0,0.0,0.0,,,,0.1357,0.6787,1.0,1.0,3.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,3.0,10.0,0.0,0.0,4.0,5.0,0.0,2.0,41462.0,1407.0814,,2453.6878,1624.2421,89.0,3.0204,41.0,1.3914,43.0,192.0,6.5158,47210.0,27803.0,943.5407,,46395.0,-0.132434,,798.0,143.0,,,31.9344,14308.0,17110.0,298.0,15601.0,17613.0,286.0,-1293.0,-503.0,12.0,0.0,0.0,3.0,3.0,4.0,0.0,22173.0,27606.0,493.0,23422.0,28675.0,496.0,-1249.0,-1069.0,-3.0,0.0,0.0,3.0,3.0,4.0,0.0
ESPORTSTMNT03_2566823,complete,,CBLOL,2022,Split 1,0,2022-02-19 18:06:50,1.0,12.03,200,Red,team,,,KaBuM! e-Sports,oe:team:9dced510f02f8586ee7501922484ac0,,Caitlyn,Zeri,Ryze,Poppy,Vex,1768,1,16,4,19,16,4,2.0,0.0,0.0,0.0,1.0,,,,0.543,0.6787,0.0,3.0,1.0,3.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,10.0,3.0,1.0,1.0,5.0,4.0,2.0,0.0,50298.0,1706.9457,,2236.4253,1893.8348,107.0,3.6312,43.0,1.4593,51.0,229.0,7.7715,57196.0,37789.0,1282.4321,,52975.0,0.132434,,768.0,214.0,,,33.3258,15601.0,17613.0,286.0,14308.0,17110.0,298.0,1293.0,503.0,-12.0,3.0,4.0,0.0,0.0,0.0,3.0,23422.0,28675.0,496.0,22173.0,27606.0,493.0,1249.0,1069.0,3.0,3.0,4.0,0.0,0.0,0.0,3.0
ESPORTSTMNT03_2566834,complete,,CBLOL,2022,Split 1,0,2022-02-19 19:04:08,1.0,12.03,100,Blue,team,,,LOUD,oe:team:658a021a796aa5501503220adb38cf4,,Xin Zhao,Senna,Syndra,Camille,Viego,1903,1,20,8,45,20,8,1.0,0.0,0.0,0.0,0.0,,,,0.6306,0.8828,0.0,2.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,11.0,4.0,0.0,0.0,4.0,4.0,2.0,0.0,67511.0,2128.5654,,2632.2438,2388.7756,117.0,3.6889,54.0,1.7026,51.0,249.0,7.8508,60766.0,39982.0,1260.5991,,55010.0,0.0537614,,809.0,207.0,,,32.0336,15017.0,17559.0,321.0,15492.0,17877.0,333.0,-475.0,-318.0,-12.0,0.0,0.0,2.0,2.0,3.0,0.0,24656.0,29849.0,538.0,23478.0,28635.0,531.0,1178.0,1214.0,7.0,2.0,5.0,2.0,2.0,3.0,2.0
ESPORTSTMNT03_2566834,complete,,CBLOL,2022,Split 1,0,2022-02-19 19:04:08,1.0,12.03,200,Red,team,,,Rensga eSports,oe:team:92ede2510f2ad0234b1dd75f03108ae,,Zeri,Ryze,Twisted Fate,Lee Sin,Nautilus,1903,0,8,20,21,8,20,0.0,0.0,0.0,0.0,1.0,,,,0.2522,0.8828,1.0,3.0,2.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,11.0,1.0,1.0,4.0,4.0,0.0,2.0,57711.0,1819.5796,,3022.1019,2073.7677,122.0,3.8466,55.0,1.7341,49.0,254.0,8.0084,51985.0,31201.0,983.7415,,52130.0,-0.0537614,,835.0,187.0,,,32.2228,15492.0,17877.0,333.0,15017.0,17559.0,321.0,475.0,318.0,12.0,2.0,3.0,0.0,0.0,0.0,2.0,23478.0,28635.0,531.0,24656.0,29849.0,538.0,-1178.0,-1214.0,-7.0,2.0,3.0,2.0,2.0,5.0,2.0
ESPORTSTMNT03_2566875,complete,,CBLOL,2022,Split 1,0,2022-02-19 20:00:51,1.0,12.03,100,Blue,team,,,INTZ,oe:team:bcb21457414eb9be1d27489ff7e8e59,,Twisted Fate,Thresh,Caitlyn,Tryndamere,Jax,1821,0,6,17,15,6,17,0.0,0.0,0.0,0.0,0.0,,,,0.1977,0.7578,1.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,11.0,0.0,0.0,3.0,10.0,0.0,3.0,44713.0,1473.2455,,2829.8847,2215.7496,103.0,3.3937,41.0,1.3509,44.0,217.0,7.1499,50034.0,30077.0,991.0049,,48060.0,-0.114555,,860.0,186.0,,,34.4646,15444.0,19220.0,363.0,14917.0,18298.0,342.0,527.0,922.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,22863.0,28153.0,535.0,26964.0,30084.0,528.0,-4101.0,-1931.0,7.0,0.0,0.0,4.0,4.0,8.0,0.0
ESPORTSTMNT03_2566875,complete,,CBLOL,2022,Split 1,0,2022-02-19 20:00:51,1.0,12.03,200,Red,team,,,Liberty,oe:team:84e1da9e55480128662cfdfe79cb892,,Zeri,Gwen,Ryze,Lee Sin,Jarvan IV,1821,1,17,6,51,17,6,2.0,1.0,0.0,0.0,1.0,,,,0.5601,0.7578,0.0,3.0,1.0,3.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,11.0,2.0,1.0,1.0,10.0,3.0,3.0,0.0,63645.0,2097.0346,,2423.6573,1839.1763,95.0,3.1301,50.0,1.6474,38.0,245.0,8.0725,59160.0,39203.0,1291.6969,,53900.0,0.114555,,766.0,229.0,,,32.7842,14917.0,18298.0,342.0,15444.0,19220.0,363.0,-527.0,-922.0,-21.0,0.0,0.0,0.0,0.0,0.0,0.0,26964.0,30084.0,528.0,22863.0,28153.0,535.0,4101.0,1931.0,-7.0,4.0,8.0,0.0,0.0,0.0,4.0
ESPORTSTMNT03_2567303,complete,,CBLOL,2022,Split 1,0,2022-02-20 15:45:23,1.0,12.03,100,Blue,team,,,RED Canids,oe:team:67169969ecc058b307edfa9c6b7a3c0,,Xin Zhao,Karma,Caitlyn,Renekton,Sett,1451,1,15,7,35,15,7,3.0,0.0,0.0,0.0,0.0,,,,0.6203,0.9097,1.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,7.0,4.0,1.0,0.0,3.0,8.0,1.0,0.0,45167.0,1867.6912,,2201.9297,1969.9931,65.0,2.6878,31.0,1.2819,27.0,138.0,5.7064,47385.0,31202.0,1290.2274,,38685.0,-0.0426285,,626.0,191.0,,,33.7836,15477.0,18962.0,319.0,16409.0,18079.0,323.0,-932.0,883.0,-4.0,2.0,1.0,3.0,3.0,6.0,2.0,24562.0,30527.0,502.0,26211.0,29367.0,519.0,-1649.0,1160.0,-17.0,5.0,9.0,5.0,5.0,10.0,5.0
ESPORTSTMNT03_2567303,complete,,CBLOL,2022,Split 1,0,2022-02-20 15:45:23,1.0,12.03,200,Red,team,,,Rensga eSports,oe:team:92ede2510f2ad0234b1dd75f03108ae,,Zeri,Gwen,Lee Sin,Yasuo,Orianna,1451,0,7,15,12,7,15,1.0,0.0,0.0,0.0,1.0,,,,0.2895,0.9097,0.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,4.0,7.0,0.0,1.0,8.0,3.0,0.0,1.0,35732.0,1477.5465,,2742.3432,1673.5079,79.0,3.2667,26.0,1.0751,32.0,174.0,7.195,41211.0,25028.0,1034.9276,,40370.0,0.0426285,,643.0,140.0,,,32.3777,16409.0,18079.0,323.0,15477.0,18962.0,319.0,932.0,-883.0,4.0,3.0,6.0,2.0,2.0,1.0,3.0,26211.0,29367.0,519.0,24562.0,30527.0,502.0,1649.0,-1160.0,17.0,5.0,10.0,5.0,5.0,9.0,5.0
ESPORTSTMNT03_2567360,complete,,CBLOL,2022,Split 1,0,2022-02-20 16:48:38,1.0,12.03,100,Blue,team,,,INTZ,oe:team:bcb21457414eb9be1d27489ff7e8e59,,Thresh,Lee Sin,Caitlyn,Zoe,Ahri,1824,1,30,15,65,30,15,6.0,1.0,0.0,0.0,1.0,,,,0.9868,1.4803,0.0,4.0,1.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,8.0,4.0,0.0,1.0,5.0,7.0,1.0,0.0,65724.0,2161.9737,,3096.3158,2112.5,108.0,3.5526,38.0,1.25,47.0,215.0,7.0724,59664.0,39679.0,1305.2303,,51750.0,0.00892857,,722.0,163.0,,,29.1118,16580.0,18058.0,293.0,15291.0,18107.0,314.0,1289.0,-49.0,-21.0,5.0,10.0,2.0,2.0,3.0,5.0,29008.0,31378.0,484.0,22914.0,27801.0,487.0,6094.0,3577.0,-3.0,14.0,26.0,2.0,2.0,3.0,14.0
